value,date,filename,description,operating country,listing country,currency,sector,industry
11304.6250000,11-30-2025,IMPUY,Impala Platinum Holdings Ltd. ADR,South Africa,United States,USD,Materials,Copper & Zinc
11269.0754000,11-30-2025,CCK,Crown Holdings Inc. (Crown Cork & Seal),United States,United States,USD,Materials,Wood & Paper
11269.0636000,11-30-2025,HL,Hecla Mining Co. (Par $0.25),United States,United States,USD,Materials,Gold & Silver
11254.3199000,11-30-2025,AR,Antero Resources Corp,United States,United States,USD,Energy,Oil & Gas Production
11242.6496000,11-30-2025,OROVY,Orient Overseas International Ltd. Sponsored ADR,Hong Kong,United States,USD,Transports,Shipping
11230.9622000,11-30-2025,ISUZY,Isuzu Motors Ltd. Unsponsored ADR,Japan,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
11230.7730000,11-30-2025,AYI,Acuity Brands Inc,United States,United States,USD,Industrials,Electrical Equipment
11189.6508000,11-30-2025,UUGRY,United Utilities Group PLC ADR,United Kingdom,United States,USD,Utilities & Telecommunications,Utilities - Multiline
11139.2632000,11-30-2025,SCI,"Service Corp. International, Inc.",United States,United States,USD,Consumer Discretionary,Consumer Services
11123.0714000,11-30-2025,PCOR,Procore Technologies Inc,United States,United States,USD,Information Technology,Software
11122.7139000,11-30-2025,BILI,Bilibili Inc,China,United States,USD,Communications,Internet
11104.8968000,11-30-2025,AKZOY,Akzo Nobel NV,United States,United States,USD,Materials,Chemicals
11099.7744000,11-30-2025,CDE,Coeur Mining Inc.,United States,United States,USD,Materials,Gold & Silver
11096.2118000,11-30-2025,SJM,Smucker (J.M.) Co. (New),United States,United States,USD,Consumer Staples,Food Products
11070.5808000,11-30-2025,SWK,Stanley Black & Decker Inc.,United States,United States,USD,Consumer Discretionary,Household Durables
11034.5790000,11-30-2025,DAY,Dayforce Inc,United States,United States,USD,Information Technology,Software
11014.5992000,11-30-2025,STN,Stantec Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
10971.3450000,11-30-2025,MP,MP Materials Corp,United States,United States,USD,Finance,Corporate Finance
10931.5332000,11-30-2025,SMGZY,Smiths Group plc Sponsored ADR,United Kingdom,United States,USD,Industrials,Conglomerates
10927.7477000,11-30-2025,AGNC,American Capital Agency Corp.,United States,United States,USD,Real Estate,Real Estate Investment Trusts
10903.7220000,11-30-2025,IVZ,Invesco Ltd. ADR,United Kingdom,United States,USD,Finance,Corporate Finance
10867.4848000,11-30-2025,EQX,Equinox Gold Corp,Canada,United States,USD,Materials,Gold & Silver
10851.4098000,11-30-2025,PNW,Pinnacle West Capital Corp,United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
10806.4860000,11-30-2025,AA,Alcoa Corp,United States,United States,USD,Materials,Metal & Glass
10800.0432000,11-30-2025,PSKY,Paramount Glbl,United States,United States,USD,Communications,Broadcasting
10798.1892000,11-30-2025,BESIY,BE Semiconductor Industries NV ADR,Netherlands,United States,USD,Information Technology,Semiconductors
10797.8097000,11-30-2025,CPYYY,Centrica Plc ADR,United Kingdom,United States,USD,Utilities & Telecommunications,Utilities - Multiline
10739.6786000,11-30-2025,BMRN,BioMarin Pharmaceutical Inc,United States,United States,USD,Health Care,Pharmaceuticals
10724.9525000,11-30-2025,ORKLY,Orkla ASA Sponsored ADR,Norway,United States,USD,Industrials,Conglomerates
10705.6580000,11-30-2025,ENSG,Ensign Group Inc. (The),United States,United States,USD,Health Care,Health Care Services
10679.9888000,11-30-2025,PAG,"Penske Automotive Group, Inc.",United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
10669.9315000,11-30-2025,MANH,"Manhattan Associates, Inc.",United States,United States,USD,Information Technology,Software
10669.8031000,11-30-2025,ALGN,Align Technology Inc,United States,United States,USD,Health Care,Health Care Supplies
10620.7680000,11-30-2025,KWHIY,Kawasaki Heavy Industries Ltd. ADR,Japan,United States,USD,Industrials,Machinery
10614.3475000,11-30-2025,QGEN,Qiagen NV,United States,United States,USD,Health Care,Biotechnology & Life Sciences
10592.5482000,11-30-2025,XP,XP Inc.,Brazil,United States,USD,Finance,General Finance
10560.4730000,11-30-2025,CELH,"Celsius Holdings, Inc.",United States,United States,USD,Consumer Staples,Beverages
10503.1524000,11-30-2025,MKSI,MKS Inc,United States,United States,USD,Information Technology,Semiconductors
10501.8900000,11-30-2025,NYT,New York Times Co. Class A,United States,United States,USD,Communications,Publishing
10483.5787000,11-30-2025,FDS,FactSet Research Systems Inc,United States,United States,USD,Finance,Corporate Finance
10479.7384000,11-30-2025,DDS,Dillard's Inc.,United States,United States,USD,Consumer Discretionary,Retail - General
10475.1480000,11-30-2025,DCI,"Donaldson Company, Inc.",United States,United States,USD,Industrials,Machinery
10473.9102000,11-30-2025,STRL,Sterling Construction Company Inc,United States,United States,USD,Industrials,Construction & Engineering
10461.0300000,11-30-2025,RNA,"Avidity Biosciences, Inc.",United States,United States,USD,Health Care,Pharmaceuticals
10459.0629000,11-30-2025,DY,Dycom Industries Inc,United States,United States,USD,Industrials,Construction & Engineering
10415.9000000,11-30-2025,EPAM,"EPAM Systems, Inc.",United States,United States,USD,Information Technology,IT Services
10382.1264000,11-30-2025,TRYIY,"Toray Industries, Inc. ADR",Japan,United States,USD,Materials,Chemicals
10331.2414000,11-30-2025,CMA,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",United States,United States,USD,Finance,Banks
10325.2240000,11-30-2025,LKNCY,Luckin Coffee Inc,United States,United States,USD,Consumer Staples,Beverages
10323.6120000,11-30-2025,UHAL,U-Haul Holding Co,United States,United States,USD,Transports,Trucking
10286.4450000,11-30-2025,BAH,Booz Allen Hamilton Holding Corp,United States,United States,USD,Information Technology,IT Services
10282.3763000,11-30-2025,RMBS,Rambus Inc.,United States,United States,USD,Information Technology,Semiconductors
10262.0505000,11-30-2025,ACI,"Albertsons Companies, Inc.",United States,United States,USD,Consumer Staples,Retail - Food & Drug
10211.3860000,11-30-2025,TOPPY,TOPPAN Holdings Inc,United States,United States,USD,Communications,Publishing
10194.5620000,11-30-2025,GAP,Gap Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
10108.2984000,11-30-2025,MRNA,Moderna Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
10094.8680000,11-30-2025,CPCAY,Cathay Pacific Airways Ltd. Sponsored ADR,Hong Kong,United States,USD,Transports,Airlines & Air Services
10078.5702000,11-30-2025,GME,"Gamestop Corp., Class A",United States,United States,USD,Consumer Discretionary,Retail - Specialty
10069.6244000,11-30-2025,VIPS,Vipshop Holdings Ltd ADR,China,United States,USD,Communications,Internet
10059.4361000,11-30-2025,UNICY,Unicharm Crp ADR,United States,United States,USD,Consumer Staples,Personal Products
10055.2704000,11-30-2025,SPXC,SPX Corp,United States,United States,USD,Industrials,Machinery
10043.5619000,11-30-2025,TECH,Biotechne Corp,United States,United States,USD,Health Care,Biotechnology & Life Sciences
10011.4230000,11-30-2025,AES,AES Corp. (The),United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
10010.4996000,11-30-2025,TSGTY,Tsingtao Brewery Co. Ltd. Sponsored ADR,China,United States,USD,Consumer Staples,Beverages
9996.7218000,11-30-2025,SEIC,SEI Investments Co.,United States,United States,USD,Finance,Consumer Finance
9943.2608000,11-30-2025,JSAIY,J Sainsbury Plc ADR,United Kingdom,United States,USD,Consumer Staples,Food Products
9904.9240000,11-30-2025,WBS,Webster Financial Corp.,United States,United States,USD,Finance,Banks
9847.8387000,11-30-2025,REXR,Rexford Industrial Realty Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
9788.9585000,11-30-2025,SWKS,"Skyworks Solutions, Inc.",United States,United States,USD,Information Technology,Semiconductors
9770.4550000,11-30-2025,AIT,Applied Industrial Technologies Inc. (Brown Fence & Wire - Jim Brown Stores - Bearings Specialists),United States,United States,USD,Industrials,Distributors
9770.1345000,11-30-2025,ARMK,Aramark,United States,United States,USD,Consumer Discretionary,Consumer Services
9764.2368000,11-30-2025,NCLTY,Nitori Holdings Co Ltd ADR,Japan,United States,USD,Consumer Discretionary,Retail - Specialty
9759.3440000,11-30-2025,IKTSY,"Intertek Group PLC, Unsponsored ADR",United Kingdom,United States,USD,Industrials,Commercial Services & Supplies
9713.9250000,11-30-2025,DNFGY,Dongfeng Motor Group Co Ltd ADR,China,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
9689.3563000,11-30-2025,RRX,Regal Rexnord Corp,United States,United States,USD,Industrials,Electrical Equipment
9662.4000000,11-30-2025,LYSDY,Lynas Rare Earths Ltd,United States,United States,USD,Materials,Copper & Zinc
9662.3294000,11-30-2025,EGP,"EastGroup Properties, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
9642.5172000,11-30-2025,BROS,Dutch Bros Inc,United States,United States,USD,Consumer Discretionary,Leisure Facilities
9634.7120000,11-30-2025,DOCS,Doximity Inc,United States,United States,USD,Information Technology,Software
9634.2456000,11-30-2025,MBLY,Mobileye Global Inc,United States,United States,USD,Information Technology,Software
9625.2388000,11-30-2025,BAX,Baxter International Inc.,United States,United States,USD,Health Care,Health Care Supplies
9621.5852000,11-30-2025,RGEN,Repligen Corp.,United States,United States,USD,Health Care,Pharmaceuticals
9611.7490000,11-30-2025,LSCC,Lattice Semconductor Corp.,United States,United States,USD,Information Technology,Semiconductors
9605.5851000,11-30-2025,MGM,"MGM Resorts International, Inc.",United States,United States,USD,Consumer Discretionary,Casinos & Gaming
9578.4452400,11-30-2025,KHOLY,Koc Holdings AS Unsponsored ADR,Türkiye,United States,USD,Industrials,Conglomerates
9565.7526000,11-30-2025,SOUHY,South32 Ltd ADR,United States,United States,USD,Materials,Aluminum
9553.5024000,11-30-2025,ISMAY,Indra Sistemas SA ADR,Spain,United States,USD,Information Technology,IT Services
9529.2642000,11-30-2025,CNM,Core & Main Inc.,United States,United States,USD,Utilities & Telecommunications,Utilities - Water
9470.2612000,11-30-2025,OC,Owens Corning Inc (New),United States,United States,USD,Industrials,Construction & Engineering
9468.6192000,11-30-2025,KT,KT Corp ADR,"Korea, Republic of",United States,USD,Utilities & Telecommunications,Telephone
9462.4500000,11-30-2025,PPC,Pilgrim's Pride Corp,United States,United States,USD,Consumer Staples,Food Products
9441.8136000,11-30-2025,MAKSY,Marks & Spencer Group plc ADR,United Kingdom,United States,USD,Consumer Discretionary,Retail - General
9431.2331000,11-30-2025,PLNT,Planet Fitness Inc,United States,United States,USD,Consumer Discretionary,Leisure Facilities
9406.1231000,11-30-2025,RRC,Range Resources Corp.,United States,United States,USD,Energy,Oil & Gas Production
9370.0516000,11-30-2025,PEGA,Pegasystems Inc.,United States,United States,USD,Information Technology,Software
9356.0220000,11-30-2025,UWMC,UWM Holdings Corp.,United States,United States,USD,Information Technology,Software
9331.1530000,11-30-2025,FLS,Flowserve Corporation,United States,United States,USD,Industrials,Machinery
9328.5196000,11-30-2025,PAYC,Paycom Software Inc,United States,United States,USD,Information Technology,Software
9324.9136000,11-30-2025,WJRYY,West Japan Railway Co ADR,Japan,United States,USD,Transports,Railroads
9322.9350000,11-30-2025,YARIY,Yara International ASA ADR,Norway,United States,USD,Materials,Chemicals
9317.7534000,11-30-2025,BWA,Borg Warner Inc,United States,United States,USD,Consumer Discretionary,Automobile Parts
9305.7160000,11-30-2025,SEOAY,Stora Enso Oyj ADS,United States,United States,USD,Materials,Wood & Paper
9286.9980000,11-30-2025,BZLFY,Bunzl PLC Sponsored ADR (New) ADR,United Kingdom,United States,USD,Industrials,Distributors
9282.7632000,11-30-2025,ARE,"Alexandria Real Estate Equities, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
9270.6115000,11-30-2025,AAL,American Airlines Group Inc,United States,United States,USD,Transports,Airlines & Air Services
9245.7774000,11-30-2025,AOS,"Smith (A.O.) Corp., Class B",United States,United States,USD,Industrials,Commercial Services & Supplies
9229.9500000,11-30-2025,IDCC,"InterDigital, Inc.",United States,United States,USD,Information Technology,Communications Equipment
9220.0920000,11-30-2025,OGE,OGE Energy Corp. (Oklahoma Gas & Electric),United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
9203.3568000,11-30-2025,WTS,"Watts Water Technologies, Inc.",United States,United States,USD,Industrials,Machinery
9195.9572000,11-30-2025,TAP,Molson Coors Brewing Co,United States,United States,USD,Consumer Staples,Beverages
9183.6043500,11-30-2025,FINGF,Finning Ltd,Canada,United States,USD,Industrials,Distributors
9167.5525000,11-30-2025,GTLS,Chart Industries Inc,United States,United States,USD,Industrials,Machinery
9133.3470000,11-30-2025,TIGO,Millicom International Cellular SA,Luxembourg,United States,USD,Utilities & Telecommunications,Telephone
9130.6500000,11-30-2025,CMHHY,China Merchants Holdings Interntional Co Ltd ADR,China,United States,USD,Transports,Shipping
9128.6298000,11-30-2025,TTEK,"Tetra Tech, Inc. (New)",United States,United States,USD,Industrials,Commercial Services & Supplies
9095.9664000,11-30-2025,HQY,HealthEquity Inc,United States,United States,USD,Health Care,Health Care Services
9091.1520000,11-30-2025,POOL,Pool Corp,United States,United States,USD,Industrials,Distributors
9087.0024000,11-30-2025,CPB,Campbell's Co,United States,United States,USD,Consumer Staples,Food Products
9078.8434000,11-30-2025,FIVE,Five Below Inc,United States,United States,USD,Consumer Discretionary,Retail - General
9062.8119000,11-30-2025,ALV,Autoliv Inc,United States,United States,USD,Consumer Discretionary,Automobile Parts
9062.7948000,11-30-2025,MORN,Morningstar Inc,United States,United States,USD,Communications,Publishing
9059.3071000,11-30-2025,SSB,SouthState Corp,United States,United States,USD,Finance,Banks
9058.5000000,11-30-2025,ASR,Grupo Aeroportuario del Sureste SAB de C,United States,United States,USD,Transports,Airlines & Air Services
9043.1039000,11-30-2025,HSIC,Schein (Henry) Inc.,United States,United States,USD,Health Care,Health Care Services
9042.9772000,11-30-2025,PSN,Parsons Corp,United States,United States,USD,Information Technology,IT Services
9025.0200000,11-30-2025,NSANY,Nissan Motor Co. Ltd. ADR,Japan,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
8999.2539000,11-30-2025,IPG1,Interpublic Group of Companies Inc (The),United States,United States,USD,Communications,Advertising
8998.4661000,11-30-2025,WAL,Western Alliance Bancorporation,United States,United States,USD,Finance,Banks
8993.4246000,11-30-2025,AMKR,Amkor Technology Inc.,United States,United States,USD,Information Technology,Semiconductors
8986.6979000,11-30-2025,IESC,IES Holdings Inc,United States,United States,USD,Industrials,Electrical Equipment
